Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
20529,8492379,28,16,single,rented,no,Computer_hardware_engineer,Surendranagar_Dudhrej,Gujarat,14,11,1
33404,2357771,59,1,single,rented,yes,Army_officer,Kottayam,Kerala,1,12,1
122874,7223228,73,0,single,rented,yes,Aviator,Mango,Jharkhand,0,11,1
51957,8075181,21,12,single,rented,no,Chartered_Accountant,Ongole,Andhra_Pradesh,7,14,1
137246,8351225,48,5,single,rented,yes,Analyst,Dewas,Madhya_Pradesh,5,11,1
156708,9603186,43,5,single,rented,no,Microbiologist,Munger,Bihar,5,13,0
224164,5811465,54,17,single,rented,no,Librarian,Bhopal,Madhya_Pradesh,8,12,1
78519,2213998,78,11,single,owned,no,Police_officer,Kakinada,Andhra_Pradesh,11,14,1
219950,556250,51,20,married,rented,no,Hotel_Manager,Singrauli,Madhya_Pradesh,10,14,1
221889,3692638,69,3,single,rented,yes,Lawyer,Nagpur,Maharashtra,3,12,1
245530,7233148,68,16,single,rented,no,Geologist,Jalandhar,Punjab,5,10,1
245265,6519377,58,4,single,rented,no,Army_officer,Sambhal,Uttar_Pradesh,4,13,0
202538,72998,51,16,single,rented,no,Geologist,Purnia[26],Bihar,13,13,1
116485,9558008,49,1,single,rented,no,Physician,Bhind,Madhya_Pradesh,1,11,0
160218,9737452,41,1,married,rented,no,Graphic_Designer,Agartala,Tripura,1,12,0
150579,5650786,64,0,single,rented,no,Dentist,Guntakal,Andhra_Pradesh,0,13,0
130993,7226673,23,6,single,rented,no,Flight_attendant,Mysore[7][8][9],Karnataka,5,10,0
9129,1315700,53,4,single,rented,no,Civil_engineer,Thoothukudi,Tamil_Nadu,4,14,0
80225,5474047,34,3,single,rented,no,Surgeon,Vijayawada,Andhra_Pradesh,3,12,1
126221,3802714,71,16,single,rented,no,Software_Developer,Madanapalle,Andhra_Pradesh,8,13,0
89229,2831745,51,16,single,owned,no,Technical_writer,Vijayawada,Andhra_Pradesh,8,13,1
82563,5022180,57,2,single,rented,no,Librarian,Dharmavaram,Andhra_Pradesh,2,11,1
214174,1489858,24,16,single,owned,yes,Lawyer,Phagwara,Punjab,11,14,0
48811,5468664,30,2,single,rented,no,Chartered_Accountant,Kanpur,Uttar_Pradesh,2,14,1
51640,8953899,75,17,single,rented,no,Computer_hardware_engineer,Jorhat,Assam,7,11,0
206002,214045,54,14,single,rented,no,Air_traffic_controller,Mathura,Uttar_Pradesh,3,10,0
81211,7357515,50,13,single,rented,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,14,0
83581,3264559,29,14,married,rented,no,Statistician,Bidhannagar,West_Bengal,4,10,1
85883,5236105,23,7,married,rented,no,Web_designer,Shimla,Himachal_Pradesh,7,13,0
234660,792774,34,1,single,rented,yes,Firefighter,Mangalore,Karnataka,1,13,1
41837,8500985,30,18,single,rented,no,Physician,Hajipur[31],Bihar,9,12,0
49140,4916345,73,8,single,rented,yes,Air_traffic_controller,Raiganj,West_Bengal,8,12,1
233764,8129220,35,13,single,rented,yes,Computer_operator,Ghaziabad,Uttar_Pradesh,3,10,0
82322,4924865,46,18,single,rented,no,Artist,Kadapa[23],Andhra_Pradesh,14,11,0
170155,7790773,40,10,married,rented,yes,Software_Developer,Bahraich,Uttar_Pradesh,9,12,0
16959,989292,45,4,single,rented,no,Design_Engineer,Surat,Gujarat,4,10,0
70964,3437621,78,14,single,rented,no,Economist,Ramgarh,Jharkhand,3,10,0
119892,6977568,68,1,single,rented,no,Technology_specialist,Nellore[14][15],Andhra_Pradesh,1,10,0
38970,9055375,75,12,single,rented,no,Design_Engineer,Mangalore,Karnataka,5,12,0
196270,4514928,28,20,single,rented,yes,Software_Developer,Bhubaneswar,Odisha,5,11,1
229419,1934604,57,7,married,rented,no,Comedian,Salem,Tamil_Nadu,7,13,1
65188,6619884,31,17,single,rented,no,Software_Developer,Amaravati,Andhra_Pradesh,12,10,0
72353,4742685,38,2,single,rented,yes,Petroleum_Engineer,Guntakal,Andhra_Pradesh,2,12,1
229007,4269632,57,20,single,rented,yes,Hotel_Manager,Gandhinagar,Gujarat,13,10,0
174941,8593318,75,20,single,owned,no,Secretary,Jamnagar,Gujarat,7,13,1
34616,1045513,40,2,single,norent_noown,no,Consultant,Hyderabad,Telangana,2,14,1
27299,681770,28,5,single,rented,yes,Computer_operator,Agra,Uttar_Pradesh,5,14,0
172955,3562528,58,9,single,rented,no,Microbiologist,Madanapalle,Andhra_Pradesh,9,11,0
138846,296613,23,3,single,rented,yes,Designer,Miryalaguda,Telangana,3,13,0
196563,3696953,30,17,single,rented,no,Web_designer,Allahabad,Uttar_Pradesh[5],4,11,0
150882,1051945,70,7,married,rented,no,Firefighter,Mehsana,Gujarat,7,12,1
89119,7060043,79,17,single,rented,no,Drafter,Cuttack,Odisha,13,12,1
52163,4638141,59,18,married,rented,no,Chef,Bahraich,Uttar_Pradesh,3,12,0
141747,5663883,37,4,single,rented,no,Artist,Ajmer,Rajasthan,4,11,1
16504,4445947,53,17,single,rented,no,Technology_specialist,Coimbatore,Tamil_Nadu,4,14,1
199153,6548472,41,15,single,rented,no,Design_Engineer,Bilaspur,Chhattisgarh,7,14,0
61356,7530512,65,12,single,rented,no,Microbiologist,Saharanpur,Uttar_Pradesh,10,12,1
183060,2528206,65,6,single,rented,no,Architect,Coimbatore,Tamil_Nadu,6,10,0
5546,9352887,53,6,single,rented,yes,Technical_writer,Muzaffarnagar,Uttar_Pradesh,6,11,1
235075,3713114,78,3,single,rented,no,Magistrate,Panipat,Haryana,3,11,0
192092,6593030,78,15,single,rented,no,Aviator,Chandrapur,Maharashtra,11,12,0
48212,3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14,1
154888,9557082,70,0,married,rented,yes,Financial_Analyst,Bharatpur,Rajasthan,0,13,1
164852,8623995,23,4,single,rented,yes,Librarian,Katihar,Bihar,4,12,0
91522,4262611,57,0,single,rented,no,Aviator,Gopalpur,West_Bengal,0,10,1
61915,3604307,22,0,single,rented,no,Geologist,Bettiah[33],Bihar,0,13,0
147221,4128579,52,15,married,rented,no,Technical_writer,Miryalaguda,Telangana,13,13,1
57657,785016,36,16,single,rented,no,Economist,Hospet,Karnataka,7,12,0
11644,3191887,76,3,single,owned,yes,Psychologist,Kamarhati,West_Bengal,3,14,0
197430,8588790,53,3,single,rented,yes,Air_traffic_controller,Bidar,Karnataka,3,14,0
33395,428758,47,0,single,rented,yes,Flight_attendant,Chittoor[28],Andhra_Pradesh,0,11,1
161604,273058,67,8,single,rented,no,Physician,Anantapur,Andhra_Pradesh,7,11,0
96140,8005797,58,5,single,rented,yes,Surveyor,Shivpuri,Madhya_Pradesh,5,14,0
225678,2943761,63,10,single,rented,yes,Technology_specialist,Solapur,Maharashtra,10,13,1
232980,776732,26,18,single,rented,no,Graphic_Designer,Belgaum,Karnataka,3,11,1
111023,1171826,44,8,single,rented,no,Computer_hardware_engineer,Salem,Tamil_Nadu,8,11,1
227391,9595787,66,3,married,rented,yes,Surgeon,Pimpri-Chinchwad,Maharashtra,3,14,1
58428,8251849,66,16,married,rented,yes,Aviator,Sultan_Pur_Majra,Delhi,14,12,0
50927,555482,32,12,single,rented,no,Chartered_Accountant,Gorakhpur,Uttar_Pradesh,9,11,1
89443,5737594,26,11,single,rented,no,Lawyer,Gurgaon,Haryana,10,12,1
161041,6495012,30,10,single,rented,no,Firefighter,Raebareli,Uttar_Pradesh,10,12,0
211146,2940425,77,16,single,rented,yes,Drafter,Farrukhabad,Uttar_Pradesh,7,10,1
3266,9173092,30,19,single,rented,no,Psychologist,Chapra,Bihar,9,11,1
84894,8822191,26,13,single,rented,no,Aviator,Gorakhpur,Uttar_Pradesh,3,10,1
229845,5970769,33,13,single,rented,no,Surveyor,Rampur,Uttar_Pradesh,13,10,1
174213,5824731,61,7,single,rented,yes,Financial_Analyst,Sirsa,Haryana,6,14,0
149815,3635824,56,8,single,rented,no,Geologist,Machilipatnam,Andhra_Pradesh,8,13,1
166346,2162328,52,7,single,rented,no,Army_officer,Bahraich,Uttar_Pradesh,7,12,0
30961,6325513,69,15,single,rented,yes,Army_officer,Yamunanagar,Haryana,4,11,0
178917,3890846,58,16,married,rented,yes,Police_officer,Guntur[13],Andhra_Pradesh,4,11,1
181188,1171826,44,8,single,rented,no,Computer_hardware_engineer,Salem,Tamil_Nadu,8,11,1
180906,66912,27,10,married,rented,no,Software_Developer,Jalandhar,Punjab,10,14,0
68440,8135531,60,10,single,owned,no,Magistrate,Orai,Uttar_Pradesh,4,11,1
27774,7477502,28,14,single,rented,no,Chartered_Accountant,Ranchi,Jharkhand,11,10,0
64312,7302589,63,18,single,rented,no,Secretary,Tiruppur,Tamil_Nadu,14,12,0
37609,11114,73,19,single,rented,no,Surveyor,Nellore[14][15],Andhra_Pradesh,4,14,1
82560,4828749,28,15,single,rented,no,Librarian,Rajahmundry[19][20],Andhra_Pradesh,5,11,1
227672,3235075,52,20,single,rented,no,Consultant,Gorakhpur,Uttar_Pradesh,8,12,1
1436,5288986,47,3,single,rented,no,Comedian,Miryalaguda,Telangana,3,12,0
214113,6475776,35,4,single,norent_noown,no,Surveyor,Ambarnath,Maharashtra,4,11,0
145994,9305585,69,8,single,rented,no,Official,Raiganj,West_Bengal,8,10,1
45893,8553255,53,12,single,norent_noown,no,Civil_engineer,Bally,West_Bengal,12,10,0
87431,7794515,51,2,single,rented,no,Web_designer,Kanpur,Uttar_Pradesh,2,11,1
137850,5732142,25,2,single,rented,no,Air_traffic_controller,Davanagere,Karnataka,2,11,0
114763,9645128,26,2,single,rented,no,Artist,Kavali,Andhra_Pradesh,2,11,1
111601,9576816,45,5,single,rented,no,Aviator,Hazaribagh,Jharkhand,5,14,1
211198,7511735,59,1,married,rented,no,Librarian,Ghaziabad,Uttar_Pradesh,1,10,0
89044,6814296,37,16,single,rented,no,Computer_hardware_engineer,Hubliâ€“Dharwad,Karnataka,8,11,1
197228,6373332,40,1,single,rented,yes,Psychologist,Tiruppur,Tamil_Nadu,1,12,0
235860,211237,52,11,married,rented,yes,Economist,Dehri[30],Bihar,3,10,0
234516,1637715,64,12,single,rented,yes,Chef,Tumkur,Karnataka,8,13,1
10489,3083768,34,12,single,rented,no,Magistrate,Begusarai,Bihar,5,11,1
20470,3767057,33,20,single,rented,no,Official,Udupi,Karnataka,6,11,1
91933,979926,61,14,single,rented,yes,Police_officer,Indore,Madhya_Pradesh,7,11,0
9968,6496851,27,1,single,rented,yes,Architect,Khammam,Telangana,1,14,1
88081,7571977,75,5,single,rented,yes,Civil_servant,Ranchi,Jharkhand,5,13,1
23361,5625315,69,16,single,rented,no,Fashion_Designer,Indore,Madhya_Pradesh,14,14,1
61610,5796023,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,11,1
220632,8996312,79,9,single,rented,no,Artist,Muzaffarpur,Bihar,9,13,0
57528,139518,22,14,married,rented,no,Police_officer,Vasai-Virar,Maharashtra,14,14,0
114808,9504715,51,14,single,rented,yes,Consultant,Akola,Maharashtra,14,10,0
90164,901466,45,15,single,rented,yes,Web_designer,Shivpuri,Madhya_Pradesh,8,13,1
143577,4566497,61,1,single,rented,no,Psychologist,Anantapuram[24],Andhra_Pradesh,1,10,0
145129,1364478,33,2,single,rented,no,Official,Akola,Maharashtra,2,11,1
34968,147127,79,0,single,rented,yes,Computer_operator,Sri_Ganganagar,Rajasthan,0,12,0
40203,2853298,23,16,single,rented,yes,Design_Engineer,Bareilly,Uttar_Pradesh,13,11,0
50257,5004938,64,19,single,rented,no,Microbiologist,Firozabad,Uttar_Pradesh,5,10,0
44976,9502583,42,7,single,rented,yes,Technician,Rajpur_Sonarpur,West_Bengal,7,10,1
183066,3148579,45,9,single,rented,no,Police_officer,Gudivada,Andhra_Pradesh,9,10,1
225201,1247057,43,1,single,rented,no,Chemical_engineer,Serampore,West_Bengal,1,14,1
245105,3395040,22,8,single,rented,no,Microbiologist,Kanpur,Uttar_Pradesh,6,14,0
157298,8419826,31,0,single,rented,no,Geologist,Raiganj,West_Bengal,0,14,1
41977,3625101,28,5,single,rented,no,Comedian,Gopalpur,West_Bengal,5,10,1
101416,7906689,22,5,single,rented,no,Drafter,Baranagar,West_Bengal,5,12,0
218044,7741250,63,1,single,rented,no,Librarian,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,1
62468,3154685,27,1,single,rented,no,Chartered_Accountant,Gandhidham,Gujarat,1,12,1
76483,3019138,69,5,single,rented,no,Graphic_Designer,Giridih,Jharkhand,5,10,0
122378,5158722,69,3,single,rented,no,Drafter,Madanapalle,Andhra_Pradesh,3,14,0
250217,2124600,68,9,single,rented,yes,Statistician,Gangtok,Sikkim,6,12,1
90337,927040,72,0,single,owned,yes,Aviator,Ranchi,Jharkhand,0,13,1
76711,4574793,32,20,single,rented,no,Secretary,Bhind,Madhya_Pradesh,6,11,1
119560,5608121,52,7,single,rented,no,Physician,Jabalpur,Madhya_Pradesh,7,14,1
34683,8982743,34,15,married,owned,yes,Lawyer,Thrissur,Kerala,8,11,0
22875,8605005,31,20,single,rented,no,Petroleum_Engineer,Mysore[7][8][9],Karnataka,5,14,1
179470,1514602,71,6,single,rented,no,Comedian,Raichur,Karnataka,6,13,1
94629,16896,56,20,married,rented,no,Army_officer,Aligarh,Uttar_Pradesh,7,12,0
144702,5129206,59,8,single,rented,no,Army_officer,Sri_Ganganagar,Rajasthan,3,12,1
137637,1847709,44,3,single,rented,yes,Scientist,Thiruvananthapuram,Kerala,3,12,1
226497,5243187,53,17,single,rented,yes,Air_traffic_controller,Belgaum,Karnataka,4,11,1
233058,8715733,73,13,single,rented,yes,Technician,North_Dumdum,West_Bengal,11,14,1
83313,1915161,62,16,single,rented,no,Petroleum_Engineer,Salem,Tamil_Nadu,9,10,0
88126,5004938,64,19,single,rented,no,Microbiologist,Firozabad,Uttar_Pradesh,5,10,0
71543,9678663,46,0,single,rented,no,Surgeon,Kadapa[23],Andhra_Pradesh,0,12,1
207866,7058393,68,11,single,rented,no,Industrial_Engineer,Panipat,Haryana,11,11,0
113555,2605748,70,10,single,rented,yes,Dentist,Panvel,Maharashtra,3,14,0
158118,5037199,77,14,single,rented,no,Web_designer,Ulhasnagar,Maharashtra,7,13,0
168869,4828749,28,15,single,rented,no,Librarian,Rajahmundry[19][20],Andhra_Pradesh,5,11,1
167296,7566849,24,17,single,rented,yes,Flight_attendant,Kota[6],Rajasthan,11,11,0
91837,4700701,48,14,single,rented,yes,Secretary,Ulhasnagar,Maharashtra,12,12,0
237844,1802065,25,16,single,rented,yes,Engineer,Amravati,Maharashtra,9,10,0
161116,3643652,56,2,single,rented,no,Biomedical_Engineer,Baranagar,West_Bengal,2,10,1
17746,7855403,35,0,single,rented,yes,Fashion_Designer,Bhilwara,Rajasthan,0,10,0
243065,8735482,77,17,single,rented,no,Microbiologist,Dindigul,Tamil_Nadu,12,13,1
242049,7938697,39,11,single,rented,no,Politician,Sagar,Madhya_Pradesh,5,13,1
45760,2218088,35,9,single,rented,no,Lawyer,Phusro,Jharkhand,5,11,1
197468,3154685,27,1,single,rented,no,Chartered_Accountant,Gandhidham,Gujarat,1,12,1
18326,4027323,79,13,single,rented,no,Civil_servant,Nashik,Maharashtra,5,10,0
177242,3379005,77,1,single,rented,no,Microbiologist,Proddatur,Andhra_Pradesh,1,11,1
70582,4273001,62,14,single,norent_noown,yes,Politician,Darbhanga,Bihar,14,14,1
236009,2648171,32,5,single,rented,no,Consultant,Bhilai,Chhattisgarh,5,11,1
41913,4125869,47,19,single,rented,no,Flight_attendant,New_Delhi,Delhi,13,12,1
5509,3345583,32,2,single,rented,no,Mechanical_engineer,Ozhukarai,Puducherry,2,14,0
114296,8623683,29,13,married,rented,no,Artist,Bhalswa_Jahangir_Pur,Delhi,5,14,0
205369,233888,64,1,single,rented,no,Psychologist,Tumkur,Karnataka,1,10,1
229376,8671750,23,18,single,rented,no,Statistician,Loni,Uttar_Pradesh,4,11,0
72764,4022253,53,6,single,rented,yes,Civil_engineer,Katihar,Bihar,6,10,0
145714,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,1
239067,7097131,37,18,single,rented,yes,Computer_operator,Srikakulam,Andhra_Pradesh,9,13,1
71564,8675283,65,20,single,rented,no,Petroleum_Engineer,Howrah,West_Bengal,13,13,0
241221,5392629,24,19,married,rented,no,Microbiologist,Avadi,Tamil_Nadu,10,13,1
121328,5978445,27,10,single,rented,no,Police_officer,Naihati,West_Bengal,4,10,0
231369,9173432,21,11,single,rented,yes,Technical_writer,Karawal_Nagar,Delhi,11,13,1
238487,8069404,30,8,single,rented,no,Police_officer,Buxar[37],Bihar,8,14,1
40949,6879127,26,12,single,rented,no,Economist,Ratlam,Madhya_Pradesh,3,12,0
226941,1693420,62,8,single,rented,yes,Financial_Analyst,Kottayam,Kerala,8,11,1
18834,7977107,59,15,single,rented,no,Comedian,Mirzapur,Uttar_Pradesh,8,12,0
49241,52469,60,10,single,rented,no,Statistician,Durgapur,West_Bengal,5,10,0
132656,5737594,26,11,single,rented,no,Lawyer,Gurgaon,Haryana,10,12,0
20355,4973814,24,19,single,rented,no,Computer_operator,Amritsar,Punjab,6,12,1
203365,2428348,34,8,single,rented,no,Artist,Belgaum,Karnataka,6,13,0
193520,3172080,40,2,single,norent_noown,no,Computer_operator,Mangalore,Karnataka,2,11,0
153661,9476109,69,8,single,rented,no,Petroleum_Engineer,Loni,Uttar_Pradesh,8,13,0
49240,3470076,44,15,single,rented,no,Magistrate,Gaya,Bihar,11,12,1
236808,7934060,48,17,single,owned,no,Designer,Machilipatnam,Andhra_Pradesh,10,11,1
201550,4717022,65,12,single,rented,no,Statistician,Deoghar,Jharkhand,4,12,0
181845,4658830,45,11,single,rented,yes,Computer_hardware_engineer,Amroha,Uttar_Pradesh,8,10,1
27118,1532701,79,2,single,rented,no,Graphic_Designer,Hapur,Uttar_Pradesh,2,12,0
77285,9768762,66,1,single,rented,no,Comedian,Bhopal,Madhya_Pradesh,1,13,1
149880,5857664,27,18,single,rented,yes,Technician,Nadiad,Gujarat,5,11,0
88609,2823506,50,12,single,rented,no,Hotel_Manager,Vijayanagaram,Andhra_Pradesh,12,12,0
17991,1743237,66,0,single,rented,no,Civil_servant,Guntur[13],Andhra_Pradesh,0,14,1
114189,931235,71,0,single,rented,no,Flight_attendant,Giridih,Jharkhand,0,13,0
79765,6605548,61,7,single,rented,no,Petroleum_Engineer,Ramgarh,Jharkhand,7,13,0
198932,7475292,33,3,single,rented,no,Designer,Mango,Jharkhand,3,10,1
147827,6131551,21,10,married,rented,yes,Graphic_Designer,South_Dumdum,West_Bengal,9,14,0
232890,5665592,23,4,single,rented,yes,Dentist,Alappuzha,Kerala,4,13,1
120451,6036428,34,7,single,rented,yes,Flight_attendant,Uluberia,West_Bengal,6,10,1
198371,460547,70,20,single,rented,no,Software_Developer,Asansol,West_Bengal,4,12,1
236901,210572,50,19,single,rented,no,Civil_servant,Dindigul,Tamil_Nadu,10,11,1
199331,4609641,26,17,single,rented,no,Comedian,Satna,Madhya_Pradesh,9,10,1
234250,3048301,54,8,single,rented,no,Mechanical_engineer,Patiala,Punjab,8,14,1
233500,4271495,77,20,single,rented,yes,Biomedical_Engineer,Katni,Madhya_Pradesh,9,14,0
71794,7492021,55,19,single,rented,no,Analyst,Rajahmundry[19][20],Andhra_Pradesh,4,13,0
147244,3338595,23,15,single,rented,no,Civil_engineer,Tezpur,Assam,4,10,1
116348,3350415,29,9,single,rented,no,Librarian,Vasai-Virar,Maharashtra,6,12,1
162224,8378891,40,10,single,rented,no,Chemical_engineer,Pali,Rajasthan,9,12,0
141500,8854489,36,18,single,rented,no,Design_Engineer,Panvel,Maharashtra,13,14,1
174299,3779002,57,8,single,rented,no,Graphic_Designer,Amravati,Maharashtra,8,14,1
99102,1382869,44,8,single,rented,no,Civil_engineer,Rajahmundry[19][20],Andhra_Pradesh,8,12,0
120672,5865272,61,18,single,rented,no,Artist,Amravati,Maharashtra,9,11,0
1341,3118300,77,10,single,rented,no,Drafter,Morbi,Gujarat,9,14,0
110785,681915,24,16,single,rented,no,Scientist,Ulhasnagar,Maharashtra,9,10,1
62783,6254644,69,11,single,rented,yes,Hotel_Manager,Bhind,Madhya_Pradesh,7,10,0
10812,9440590,68,11,single,rented,no,Dentist,Anantapur,Andhra_Pradesh,10,13,0
173230,414060,64,16,single,norent_noown,no,Financial_Analyst,Kadapa[23],Andhra_Pradesh,14,11,1
234907,8684542,64,16,single,rented,yes,Web_designer,Jammu[16],Jammu_and_Kashmir,6,14,0
181448,8342442,30,17,single,rented,no,Chemical_engineer,Jammu[16],Jammu_and_Kashmir,11,10,1
56701,7428357,38,13,single,rented,yes,Computer_operator,Loni,Uttar_Pradesh,9,12,0
87725,6380792,51,12,single,rented,no,Magistrate,Karimnagar,Telangana,12,13,1
154837,9737452,41,1,married,rented,no,Graphic_Designer,Agartala,Tripura,1,12,0
101499,6127106,72,7,single,rented,no,Mechanical_engineer,Faridabad,Haryana,7,12,0
177533,7428533,59,1,single,rented,no,Firefighter,Agartala,Tripura,1,12,1
116854,8733563,76,17,single,rented,no,Official,Surat,Gujarat,12,14,0
87717,1780484,24,10,single,rented,no,Software_Developer,Guntur[13],Andhra_Pradesh,5,13,1
21583,9861298,59,16,single,rented,no,Technical_writer,North_Dumdum,West_Bengal,9,11,1
66203,8026974,23,20,single,rented,yes,Civil_servant,Chapra,Bihar,11,12,1
166569,7332667,76,8,single,rented,no,Fashion_Designer,Jaunpur,Uttar_Pradesh,5,10,0
218196,5689864,45,10,single,rented,no,Comedian,Ludhiana,Punjab,8,11,0
251324,1476596,71,4,single,rented,yes,Geologist,Bikaner,Rajasthan,4,13,0
171054,983168,69,15,single,rented,yes,Physician,North_Dumdum,West_Bengal,8,11,0
51984,7695399,49,6,single,rented,yes,Computer_hardware_engineer,Deoghar,Jharkhand,6,11,1
110343,7919486,36,12,single,rented,no,Surgeon,Thoothukudi,Tamil_Nadu,8,12,1
34427,5069235,26,10,single,rented,yes,Biomedical_Engineer,Jalna,Maharashtra,9,14,0
245653,1961834,28,8,single,rented,no,Graphic_Designer,Orai,Uttar_Pradesh,8,12,1
239700,7211778,24,14,single,rented,no,Artist,Rajpur_Sonarpur,West_Bengal,10,10,1
221653,5726091,35,7,single,rented,no,Graphic_Designer,Burhanpur,Madhya_Pradesh,7,14,1
216206,4865066,36,7,single,rented,no,Civil_engineer,Begusarai,Bihar,3,11,1
147861,7908473,66,0,single,rented,no,Technician,Uluberia,West_Bengal,0,10,1
64512,3083768,34,12,single,rented,no,Magistrate,Begusarai,Bihar,5,11,1
137179,4778152,42,13,single,rented,no,Secretary,Tirupati[21][22],Andhra_Pradesh,3,12,0
173611,8371842,66,15,single,owned,no,Comedian,Jalandhar,Punjab,4,11,1
232521,2895699,31,6,single,rented,yes,Industrial_Engineer,Munger,Bihar,3,10,1
248840,1683313,67,3,single,rented,no,Financial_Analyst,Orai,Uttar_Pradesh,3,11,0
7375,7530512,65,12,single,rented,no,Microbiologist,Saharanpur,Uttar_Pradesh,10,12,1
244372,4578349,37,4,single,rented,no,Mechanical_engineer,Indore,Madhya_Pradesh,4,11,1
235280,1253732,53,17,single,rented,no,Chemical_engineer,Kurnool[18],Andhra_Pradesh,12,13,1
179675,7761009,38,3,single,rented,no,Mechanical_engineer,Korba,Chhattisgarh,3,12,1
91279,8752035,38,18,single,rented,no,Comedian,Kavali,Andhra_Pradesh,14,10,0
151061,5616643,63,15,single,rented,no,Lawyer,Hyderabad,Telangana,8,11,0
23767,1369446,59,3,single,rented,no,Police_officer,Bathinda,Punjab,3,11,1
222790,1259587,60,19,married,rented,no,Geologist,Varanasi,Uttar_Pradesh,14,12,1
44028,2363748,36,13,married,rented,no,Surgeon,Bhind,Madhya_Pradesh,7,10,0
30569,5512716,43,15,single,rented,yes,Financial_Analyst,Erode[17],Tamil_Nadu,7,13,0
48669,1856689,46,5,single,rented,yes,Air_traffic_controller,Amravati,Maharashtra,5,12,1
173976,7714522,37,0,single,rented,yes,Surgeon,Satna,Madhya_Pradesh,0,10,1
37792,5898669,32,9,married,rented,no,Firefighter,Aligarh,Uttar_Pradesh,6,13,1
60950,2543132,59,8,single,rented,no,Mechanical_engineer,Howrah,West_Bengal,8,10,0
177626,1005797,34,10,single,owned,no,Statistician,Junagadh,Gujarat,10,10,1
180869,72998,51,16,single,rented,no,Geologist,Purnia[26],Bihar,13,13,1
218841,8844751,29,1,single,rented,no,Dentist,Bongaigaon,Assam,1,13,0
16222,8171432,69,8,single,owned,yes,Engineer,Aligarh,Uttar_Pradesh,6,10,0
218330,3848293,38,1,single,rented,no,Financial_Analyst,Bhiwani,Haryana,1,10,1
248411,9175172,73,4,single,rented,no,Comedian,Navi_Mumbai,Maharashtra,4,12,0
8407,6608769,74,8,married,rented,yes,Hotel_Manager,Siliguri,West_Bengal,3,13,1
47798,5270503,28,20,single,rented,yes,Microbiologist,Bangalore,Karnataka,9,13,0
150445,4016035,35,19,single,rented,no,Police_officer,Patiala,Punjab,3,11,0
234531,5885135,73,14,single,rented,yes,Lawyer,Purnia[26],Bihar,10,12,1
52635,7826657,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,10,1
225813,827622,51,14,single,rented,no,Civil_servant,Bangalore,Karnataka,13,10,0
211325,7529689,76,9,single,rented,no,Army_officer,Rajahmundry[19][20],Andhra_Pradesh,4,10,1
181233,5126123,41,1,single,rented,no,Psychologist,Malda,West_Bengal,1,12,1
47163,4278856,59,12,single,rented,no,Economist,Udupi,Karnataka,4,11,1
174636,1661836,56,13,single,rented,no,Technical_writer,Sambalpur,Odisha,13,14,0
244886,9486745,51,7,single,rented,yes,Technical_writer,Bettiah[33],Bihar,7,14,1
117915,5053629,41,14,single,rented,no,Fashion_Designer,Bareilly,Uttar_Pradesh,10,12,0
113971,5663627,29,0,married,rented,yes,Chef,Guna,Madhya_Pradesh,0,14,1
53692,7721706,68,11,single,rented,yes,Computer_operator,Bharatpur,Rajasthan,3,13,1
145796,4260004,27,5,single,norent_noown,no,Police_officer,Sagar,Madhya_Pradesh,5,13,0
130243,1215004,25,5,single,rented,no,Firefighter,Jalna,Maharashtra,5,10,0
18448,332177,70,20,single,rented,no,Secretary,Sikar,Rajasthan,7,13,1
163350,5824731,61,7,single,rented,yes,Financial_Analyst,Sirsa,Haryana,6,14,0
212142,3430788,63,3,single,rented,no,Design_Engineer,Bidar,Karnataka,3,10,1
210766,9603186,43,5,single,rented,no,Microbiologist,Munger,Bihar,5,13,1
38030,1680177,33,18,single,owned,no,Industrial_Engineer,Sonipat,Haryana,6,11,1
243129,7751733,58,12,single,rented,no,Chef,Muzaffarpur,Bihar,12,11,1
246609,7715659,22,6,single,rented,no,Microbiologist,Raebareli,Uttar_Pradesh,6,10,0
32387,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
245834,5311589,42,6,single,rented,no,Surgeon,Kavali,Andhra_Pradesh,6,14,1
34221,9345198,49,9,single,rented,no,Industrial_Engineer,Ajmer,Rajasthan,9,11,1
198974,612456,54,16,single,rented,no,Financial_Analyst,Agartala,Tripura,9,11,1
139474,8714860,46,18,single,rented,no,Consultant,Fatehpur,Uttar_Pradesh,5,10,0
38214,3426767,67,1,single,rented,no,Microbiologist,Bhimavaram,Andhra_Pradesh,1,12,0
188915,355672,47,11,single,rented,no,Psychologist,Satna,Madhya_Pradesh,11,14,0
87182,3734522,47,1,single,rented,no,Surveyor,Jamalpur[36],Bihar,1,10,1
235458,8776402,79,12,single,rented,no,Magistrate,Kirari_Suleman_Nagar,Delhi,8,14,1
